,RespHOH_3,Rel1_1,Rel2_4,Education_3,Age_1,Gender_1,Rel3_2,RespHOH_1,Rounds,Rel1_4,subsidy,Education_1,Gender_3,country,Education_4,Rel2_2,envProduction,Education_2,Rel3_1,Rel3_3,Rel1_2,primary_farming_4,production,primary_farming_2,Rel2_3,Age_2,GameID,Gender_4,Rel2_1,Age_3,Gender_2,Rel1_3,Age_4,env,RespHOH_2,primary_farming_3,RespHOH_4,primary_farming_1,Rel3_4,Treatments
11845,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,6,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,11628.0,4.0,0.75,0.75,0.75,0.0,323.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G4
11846,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,8,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,12816.0,4.0,0.75,0.75,0.75,0.0,356.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G4
11847,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,5,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,11305.0,4.0,0.75,0.75,0.75,0.0,323.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,35.0,1.0,1.0,1.0,0,0.75,G1
11848,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,4,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,11160.0,4.0,0.75,0.75,0.75,0.0,310.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G1
11849,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,4,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,12276.0,4.0,0.75,0.75,0.75,0.0,341.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G4
11850,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,1,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,12636.0,4.0,0.75,0.75,0.75,0.0,351.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G4
11851,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,3,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,10620.0,4.0,0.75,0.75,0.75,0.0,295.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G1
11852,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,6,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,10360.0,4.0,0.75,0.75,0.75,0.0,296.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,35.0,1.0,1.0,1.0,0,0.75,G1
11853,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,7,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,11412.0,4.0,0.75,0.75,0.75,0.0,317.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G3
11854,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,7,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,10656.0,4.0,0.75,0.75,0.75,0.0,296.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G1
11855,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,6,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,10098.0,4.0,0.75,0.75,0.75,0.0,297.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,34.0,1.0,1.0,1.0,0,0.75,G3
11856,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,6,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,9648.0,4.0,0.75,0.75,0.75,0.0,268.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G2
11857,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,7,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,11268.0,4.0,0.75,0.75,0.75,0.0,313.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G2
11858,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,3,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,11060.0,4.0,0.75,0.75,0.75,0.0,316.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,35.0,1.0,1.0,1.0,0,0.75,G4
11859,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,4,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,9724.0,4.0,0.75,0.75,0.75,0.0,286.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,34.0,1.0,1.0,1.0,0,0.75,G3
11860,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,8,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,10728.0,4.0,0.75,0.75,0.75,0.0,298.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G1
11861,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,2,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,11340.0,4.0,0.75,0.75,0.75,0.0,324.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,35.0,1.0,1.0,1.0,0,0.75,G3
11862,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,7,0.75,1.0,5.0,1.0,vietnam,5.0,1.0,12276.0,4.0,0.75,0.75,0.75,0.0,341.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G4
11863,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,4,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,10332.0,4.0,0.75,0.75,0.75,0.0,287.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G2
11864,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,5,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,9730.0,4.0,0.75,0.75,0.75,0.0,278.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,35.0,1.0,1.0,1.0,0,0.75,G2
11865,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,2,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,8160.0,4.0,0.75,0.75,0.75,0.0,240.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,34.0,1.0,1.0,1.0,0,0.75,G2
11866,1.0,0.75,0.75,4.0,56.0,0.0,0.75,1.0,8,0.75,0.0,5.0,1.0,vietnam,5.0,1.0,11016.0,4.0,0.75,0.75,0.75,0.0,306.0,1.0,1.0,61.0,266,0.0,0.75,60.0,1.0,0.75,43.0,36.0,1.0,1.0,1.0,0,0.75,G2
11867,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,8,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12024.0,4.0,0.5,0.5,0.75,0.0,334.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11868,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,3,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5166.0,4.0,0.5,0.5,0.75,0.0,246.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,21.0,0.0,0.0,1.0,1,0.5,G1
11869,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,1,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12564.0,4.0,0.5,0.5,0.75,0.0,349.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11870,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,8,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12672.0,4.0,0.5,0.5,0.75,0.0,352.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11871,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,4,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,9940.0,4.0,0.5,0.5,0.75,0.0,284.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,35.0,0.0,0.0,1.0,1,0.5,G4
11872,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,5,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,11376.0,4.0,0.5,0.5,0.75,0.0,316.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11873,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,6,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12312.0,4.0,0.5,0.5,0.75,0.0,342.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11874,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,5,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,10512.0,4.0,0.5,0.5,0.75,0.0,292.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11875,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,2,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,11952.0,4.0,0.5,0.5,0.75,0.0,332.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11876,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,2,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,11772.0,4.0,0.5,0.5,0.75,0.0,327.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11877,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,1,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,11375.0,4.0,0.5,0.5,0.75,0.0,325.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,35.0,0.0,0.0,1.0,1,0.5,G2
11878,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,2,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5904.0,4.0,0.5,0.5,0.75,0.0,246.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,24.0,0.0,0.0,1.0,1,0.5,G1
11879,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,4,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,7000.0,4.0,0.5,0.5,0.75,0.0,250.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,28.0,0.0,0.0,1.0,1,0.5,G1
11880,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,3,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12276.0,4.0,0.5,0.5,0.75,0.0,341.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11881,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,6,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,11160.0,4.0,0.5,0.5,0.75,0.0,310.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11882,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,1,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5522.0,4.0,0.5,0.5,0.75,0.0,251.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,22.0,0.0,0.0,1.0,1,0.5,G1
11883,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,3,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,12420.0,4.0,0.5,0.5,0.75,0.0,345.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11884,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,4,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,12240.0,4.0,0.5,0.5,0.75,0.0,340.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11885,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,7,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5324.0,4.0,0.5,0.5,0.75,0.0,242.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,22.0,0.0,0.0,1.0,1,0.5,G1
11886,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,8,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5610.0,4.0,0.5,0.5,0.75,0.0,255.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,22.0,0.0,0.0,1.0,1,0.5,G1
11887,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,7,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12852.0,4.0,0.5,0.5,0.75,0.0,357.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11888,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,5,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12492.0,4.0,0.5,0.5,0.75,0.0,347.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11889,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,3,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,9972.0,4.0,0.5,0.5,0.75,0.0,277.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11890,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,1,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12312.0,4.0,0.5,0.5,0.75,0.0,342.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11891,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,7,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,11736.0,4.0,0.5,0.5,0.75,0.0,326.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11892,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,7,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,11988.0,4.0,0.5,0.5,0.75,0.0,333.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11893,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,6,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5635.0,4.0,0.5,0.5,0.75,0.0,245.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,23.0,0.0,0.0,1.0,1,0.5,G1
11894,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,2,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,12384.0,4.0,0.5,0.5,0.75,0.0,344.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11895,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,6,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,12312.0,4.0,0.5,0.5,0.75,0.0,342.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G4
11896,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,5,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,5412.0,4.0,0.5,0.5,0.75,0.0,246.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,22.0,0.0,0.0,1.0,1,0.5,G1
11897,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,8,0.5,0.0,3.0,0.0,vietnam,4.0,0.75,12744.0,4.0,0.5,0.5,0.75,0.0,354.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G2
11898,1.0,0.75,0.5,4.0,58.0,1.0,0.5,1.0,4,0.5,1.0,3.0,0.0,vietnam,4.0,0.75,11808.0,4.0,0.5,0.5,0.75,0.0,328.0,1.0,0.75,67.0,44,0.0,0.75,62.0,0.0,0.75,56.0,36.0,0.0,0.0,1.0,1,0.5,G3
11899,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,2,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,10955.0,2.0,1.0,0.5,0.75,0.0,313.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G4
11900,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,6,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12672.0,2.0,1.0,0.5,0.75,0.0,352.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G2
11901,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,5,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11445.0,2.0,1.0,0.5,0.75,0.0,327.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G2
11902,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,7,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,9450.0,2.0,1.0,0.5,0.75,0.0,270.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G4
11903,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,2,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11025.0,2.0,1.0,0.5,0.75,0.0,315.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G1
11904,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,2,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,11808.0,2.0,1.0,0.5,0.75,0.0,328.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11905,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,4,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12276.0,2.0,1.0,0.5,0.75,0.0,341.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11906,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,3,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12528.0,2.0,1.0,0.5,0.75,0.0,348.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G2
11907,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,8,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11340.0,2.0,1.0,0.5,0.75,0.0,324.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G2
11908,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,8,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,11988.0,2.0,1.0,0.5,0.75,0.0,333.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G4
11909,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,3,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12636.0,2.0,1.0,0.5,0.75,0.0,351.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G4
11910,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,5,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12960.0,2.0,1.0,0.5,0.75,0.0,360.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11911,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,1,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,10500.0,2.0,1.0,0.5,0.75,0.0,300.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G4
11912,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,4,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12636.0,2.0,1.0,0.5,0.75,0.0,351.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G4
11913,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,1,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12204.0,2.0,1.0,0.5,0.75,0.0,339.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11914,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,1,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,11952.0,2.0,1.0,0.5,0.75,0.0,332.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11915,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,5,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12204.0,2.0,1.0,0.5,0.75,0.0,339.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G4
11916,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,7,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12040.0,2.0,1.0,0.5,0.75,0.0,344.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G1
11917,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,7,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12060.0,2.0,1.0,0.5,0.75,0.0,335.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11918,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,8,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12636.0,2.0,1.0,0.5,0.75,0.0,351.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11919,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,7,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11025.0,2.0,1.0,0.5,0.75,0.0,315.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G2
11920,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,1,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11270.0,2.0,1.0,0.5,0.75,0.0,322.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G2
11921,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,6,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,11628.0,2.0,1.0,0.5,0.75,0.0,323.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G4
11922,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,4,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,12492.0,2.0,1.0,0.5,0.75,0.0,347.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11923,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,2,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,10955.0,2.0,1.0,0.5,0.75,0.0,313.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G2
11924,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,4,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11664.0,2.0,1.0,0.5,0.75,0.0,324.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G2
11925,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,3,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,11808.0,2.0,1.0,0.5,0.75,0.0,328.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11926,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,6,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,12420.0,2.0,1.0,0.5,0.75,0.0,345.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11927,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,5,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,9905.0,2.0,1.0,0.5,0.75,0.0,283.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G3
11928,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,8,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,10150.0,2.0,1.0,0.5,0.75,0.0,290.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,35.0,1.0,0.0,1.0,1,0.5,G3
11929,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,6,1.0,0.0,4.0,1.0,vietnam,2.0,0.5,13176.0,2.0,1.0,0.5,0.75,0.0,366.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G1
11930,1.0,0.75,0.75,4.0,52.0,0.0,0.75,1.0,3,1.0,1.0,4.0,1.0,vietnam,2.0,0.5,11556.0,2.0,1.0,0.5,0.75,0.0,321.0,,0.5,63.0,42,1.0,0.5,61.0,1.0,0.5,70.0,36.0,1.0,0.0,1.0,1,0.5,G3
11931,1.0,0.75,0.75,4.0,59.0,0.0,0.75,1.0,1,0.75,1.0,3.0,0.0,vietnam,2.0,0.75,10780.0,4.0,0.75,0.75,0.75,0.0,308.0,0.0,0.75,45.0,43,1.0,0.75,65.0,1.0,0.75,79.0,35.0,1.0,1.0,1.0,1,0.75,G4
